hour_of_year,PALOVRDE_ASR-APND LMP,SMD4_ASR-APND LMP,SMD5_ASR-APND LMP,SMD6_ASR-APND LMP,SMD7_ASR-APND LMP,SMD8_ASR-APND LMP,SMD9_ASR-APND LMP,SMDA_ASR-APND LMP,SMDB_ASR-APND LMP,SMDC_ASR-APND LMP,SMDG_ASR-APND LMP,SMDH_ASR-APND LMP,SUMMIT_ASR-APND LMP,PALOVRDE_ASR-APND (Congestion),SMD4_ASR-APND (Congestion),SMD5_ASR-APND (Congestion),SMD6_ASR-APND (Congestion),SMD7_ASR-APND (Congestion),SMD8_ASR-APND (Congestion),SMD9_ASR-APND (Congestion),SMDA_ASR-APND (Congestion),SMDB_ASR-APND (Congestion),SMDC_ASR-APND (Congestion),SMDG_ASR-APND (Congestion),SMDH_ASR-APND (Congestion),SUMMIT_ASR-APND (Congestion),PALOVRDE_ASR-APND (Energy),SMD4_ASR-APND (Energy),SMD5_ASR-APND (Energy),SMD6_ASR-APND (Energy),SMD7_ASR-APND (Energy),SMD8_ASR-APND (Energy),SMD9_ASR-APND (Energy),SMDA_ASR-APND (Energy),SMDB_ASR-APND (Energy),SMDC_ASR-APND (Energy),SMDG_ASR-APND (Energy),SMDH_ASR-APND (Energy),SUMMIT_ASR-APND (Energy),PALOVRDE_ASR-APND (Loss),SMD4_ASR-APND (Loss),SMD5_ASR-APND (Loss),SMD6_ASR-APND (Loss),SMD7_ASR-APND (Loss),SMD8_ASR-APND (Loss),SMD9_ASR-APND (Loss),SMDA_ASR-APND (Loss),SMDB_ASR-APND (Loss),SMDC_ASR-APND (Loss),SMDG_ASR-APND (Loss),SMDH_ASR-APND (Loss),SUMMIT_ASR-APND (Loss)
44,72.8508,92.1547,92.1547,92.1547,92.1547,92.1547,92.1547,92.1547,92.1547,92.1547,92.1547,92.1547,72.76046,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,89.99362,89.99362,89.99362,89.99362,89.99362,89.99362,89.99362,89.99362,89.99362,89.99362,89.99362,89.99362,89.99362,-2.43162,2.15988,2.15988,2.15988,2.15988,2.15988,2.15988,2.15988,2.15988,2.15988,2.15988,2.15988,-2.52196
45,64.65666,80.49073,80.49073,80.49073,80.49073,80.49073,80.49073,80.49073,80.49073,80.49073,80.49073,80.49073,63.29848,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,78.59535,78.59535,78.59535,78.59535,78.59535,78.59535,78.59535,78.59535,78.59535,78.59535,78.59535,78.59535,78.59535,-1.21869,1.89418,1.89418,1.89418,1.89418,1.89418,1.89418,1.89418,1.89418,1.89418,1.89418,1.89418,-2.57568
46,59.7292,73.77821,73.77821,73.77821,73.77821,73.77821,73.77821,73.77821,73.77821,73.77821,73.77821,73.77821,58.70794,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,72.51523,72.51523,72.51523,72.51523,72.51523,72.51523,72.51523,72.51523,72.51523,72.51523,72.51523,72.51523,72.51523,-0.27602,1.26179,1.26179,1.26179,1.26179,1.26179,1.26179,1.26179,1.26179,1.26179,1.26179,1.26179,-1.29609
47,55.40905,65.87218,65.87218,65.87218,65.87218,65.87218,65.87218,65.87218,65.87218,65.87218,65.87218,65.87218,55.37572,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,65.25754,65.25754,65.25754,65.25754,65.25754,65.25754,65.25754,65.25754,65.25754,65.25754,65.25754,65.25754,65.25754,-0.15001,0.61343,0.61343,0.61343,0.61343,0.61343,0.61343,0.61343,0.61343,0.61343,0.61343,0.61343,-0.18334
48,44.17309,61.57611,61.57611,61.57611,61.57611,61.57611,61.57611,61.57611,61.57611,61.57611,61.57611,61.57611,50.75143,-5.56245,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,60.79069,60.79069,60.79069,60.79069,60.79069,60.79069,60.79069,60.79069,60.79069,60.79069,60.79069,60.79069,60.79069,-0.14181,0.78422,0.78422,0.78422,0.78422,0.78422,0.78422,0.78422,0.78422,0.78422,0.78422,0.78422,0.87287
49,41.04128,60.79701,60.79701,60.79701,60.79701,60.79701,60.79701,60.79701,60.79701,60.79701,60.79701,60.79701,47.23489,-6.62262,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,60.43321,60.43321,60.43321,60.43321,60.43321,60.43321,60.43321,60.43321,60.43321,60.43321,60.43321,60.43321,60.43321,-0.04931,0.36261,0.36261,0.36261,0.36261,0.36261,0.36261,0.36261,0.36261,0.36261,0.36261,0.36261,-0.47712
50,44.19841,60.25836,60.25836,60.25836,60.25836,60.25836,60.25836,60.25836,60.25836,60.25836,60.25836,60.25836,45.16627,-3.17183,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,59.696,59.696,59.696,59.696,59.696,59.696,59.696,59.696,59.696,59.696,59.696,59.696,59.696,0.39424,0.56115,0.56115,0.56115,0.56115,0.56115,0.56115,0.56115,0.56115,0.56115,0.56115,0.56115,-1.80853
51,43.29599,60.30071,60.30071,60.30071,60.30071,60.30071,60.30071,60.30071,60.30071,60.30071,60.30071,60.30071,46.40688,-4.25888,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,59.9339,59.9339,59.9339,59.9339,59.9339,59.9339,59.9339,59.9339,59.9339,59.9339,59.9339,59.9339,59.9339,0.30097,0.3656,0.3656,0.3656,0.3656,0.3656,0.3656,0.3656,0.3656,0.3656,0.3656,0.3656,-0.84582
52,-155,62.6965,62.6965,62.6965,62.6965,62.6965,62.6965,62.6965,62.6965,62.6965,62.6965,62.6965,50.4441,-205.4453,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,62.6953,62.6953,62.6953,62.6953,62.6953,62.6953,62.6953,62.6953,62.6953,62.6953,62.6953,62.6953,62.6953,0,0,0,0,0,0,0,0,0,0,0,0,0
53,42.24902,67.00509,67.00509,67.00509,67.00509,67.00509,67.00509,67.00509,67.00509,67.00509,67.00509,67.00509,54.81851,-14.7019,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,66.91261,66.91261,66.91261,66.91261,66.91261,66.91261,66.91261,66.91261,66.91261,66.91261,66.91261,66.91261,66.91261,0.41831,0.09368,0.09368,0.09368,0.09368,0.09368,0.09368,0.09368,0.09368,0.09368,0.09368,0.09368,-1.7129
54,85.19805,98.91685,98.91685,98.91685,98.91685,98.91685,98.91685,98.91685,98.91685,98.91685,98.91685,98.91685,85.19685,0,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,98.91805,98.91805,98.91805,98.91805,98.91805,98.91805,98.91805,98.91805,98.91805,98.91805,98.91805,98.91805,98.91805,0,0,0,0,0,0,0,0,0,0,0,0,0
55,48.08496,98.84353,98.84353,98.84353,98.84353,98.84353,98.84353,98.84353,98.84353,98.84353,98.84353,98.84353,80.72578,-33.82256,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,98.72386,98.72386,98.72386,98.72386,98.72386,98.72386,98.72386,98.72386,98.72386,98.72386,98.72386,98.72386,98.72386,-0.90634,0.11847,0.11847,0.11847,0.11847,0.11847,0.11847,0.11847,0.11847,0.11847,0.11847,0.11847,-2.08688
56,51.02446,71.65714,71.65714,71.65714,71.65714,71.65714,71.65714,71.65714,71.65714,71.65714,71.65714,71.65714,52.93616,-0.0024,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,69.64999,69.64999,69.64999,69.64999,69.64999,69.64999,69.64999,69.64999,69.64999,69.64999,69.64999,69.64999,69.64999,-2.79313,2.00595,2.00595,2.00595,2.00595,2.00595,2.00595,2.00595,2.00595,2.00595,2.00595,2.00595,-0.88263
57,46.18229,63.21948,63.21948,63.21948,63.21948,63.21948,63.21948,63.21948,63.21948,63.21948,63.21948,63.21948,49.73635,-0.0024,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,60.63517,60.63517,60.63517,60.63517,60.63517,60.63517,60.63517,60.63517,60.63517,60.63517,60.63517,60.63517,60.63517,-4.07047,2.58311,2.58311,2.58311,2.58311,2.58311,2.58311,2.58311,2.58311,2.58311,2.58311,2.58311,-0.51762
58,44.2476,57.2012,57.2012,57.2012,57.2012,57.2012,57.2012,57.2012,57.2012,57.2012,57.2012,57.2012,44.2488,-0.0024,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,0,0,0,0,0,0,0,0,0,0,0,0,0
59,44.9976,46.17439,46.17439,46.17439,46.17439,46.17439,46.17439,46.17439,46.17439,46.17439,46.17439,46.17439,44.9988,-0.0012,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0.00261,0,46.17178,46.17178,46.17178,46.17178,46.17178,46.17178,46.17178,46.17178,46.17178,46.17178,46.17178,46.17178,46.17178,0,0,0,0,0,0,0,0,0,0,0,0,0
60,32.80449,53.98,53.98,53.98,53.98,53.98,53.98,53.98,53.98,53.98,53.98,53.98,41.27042,-8.46593,0.19958,0.19958,0.19958,0.19958,0.19958,0.19958,0.19958,0.19958,0.19958,0.19958,0.19958,0,53.78042,53.78042,53.78042,53.78042,53.78042,53.78042,53.78042,53.78042,53.78042,53.78042,53.78042,53.78042,53.78042,0,0,0,0,0,0,0,0,0,0,0,0,0
61,35.03618,57.95704,57.95704,57.95704,57.95704,57.95704,57.95704,57.95704,57.95704,57.95704,57.95704,57.95704,43.72067,-2.51983,2.4487,2.4487,2.4487,2.4487,2.4487,2.4487,2.4487,2.4487,2.4487,2.4487,2.4487,0,52.63444,52.63444,52.63444,52.63444,52.63444,52.63444,52.63444,52.63444,52.63444,52.63444,52.63444,52.63444,52.63444,-4.69843,2.87391,2.87391,2.87391,2.87391,2.87391,2.87391,2.87391,2.87391,2.87391,2.87391,2.87391,1.46623
62,38.42058,59.23192,59.23192,59.23192,59.23192,59.23192,59.23192,59.23192,59.23192,59.23192,59.23192,59.23192,44.85356,-0.00446,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0,56.45664,56.45664,56.45664,56.45664,56.45664,56.45664,56.45664,56.45664,56.45664,56.45664,56.45664,56.45664,56.45664,-5.13057,2.77208,2.77208,2.77208,2.77208,2.77208,2.77208,2.77208,2.77208,2.77208,2.77208,2.77208,1.29796
63,43.88808,67.35143,67.35143,67.35143,67.35143,67.35143,67.35143,67.35143,67.35143,67.35143,67.35143,67.35143,49.42313,-0.72916,0.74996,0.74996,0.74996,0.74996,0.74996,0.74996,0.74996,0.74996,0.74996,0.74996,0.74996,-0.0012,63.57523,63.57523,63.57523,63.57523,63.57523,63.57523,63.57523,63.57523,63.57523,63.57523,63.57523,63.57523,63.57523,-4.73799,3.02624,3.02624,3.02624,3.02624,3.02624,3.02624,3.02624,3.02624,3.02624,3.02624,3.02624,0.0691
64,99.88647,144.7707,144.7707,144.7707,144.7707,144.7707,144.7707,144.7707,144.7707,144.7707,144.7707,144.7707,105.3506,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,139.63104,139.63104,139.63104,139.63104,139.63104,139.63104,139.63104,139.63104,139.63104,139.63104,139.63104,139.63104,139.63104,-7.25337,5.13847,5.13847,5.13847,5.13847,5.13847,5.13847,5.13847,5.13847,5.13847,5.13847,5.13847,-1.78924
65,109.3312,125.0048,125.0048,125.0048,125.0048,125.0048,125.0048,125.0048,125.0048,125.0048,125.0048,125.0048,109.3324,-0.0024,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,125.0036,125.0036,125.0036,125.0036,125.0036,125.0036,125.0036,125.0036,125.0036,125.0036,125.0036,125.0036,125.0036,0,0,0,0,0,0,0,0,0,0,0,0,0
66,85.3876,101.3012,101.3012,101.3012,101.3012,101.3012,101.3012,101.3012,101.3012,101.3012,101.3012,101.3012,85.3888,-0.0024,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,0,0,0,0,0,0,0,0,0,0,0,0,0
67,62.41933,89.27152,89.27152,89.27152,89.27152,89.27152,89.27152,89.27152,89.27152,89.27152,89.27152,89.27152,61.59342,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,87.61438,87.61438,87.61438,87.61438,87.61438,87.61438,87.61438,87.61438,87.61438,87.61438,87.61438,87.61438,87.61438,-3.65385,1.65593,1.65593,1.65593,1.65593,1.65593,1.65593,1.65593,1.65593,1.65593,1.65593,1.65593,-4.47976
68,63.46419,91.4163,91.4163,91.4163,91.4163,91.4163,91.4163,91.4163,91.4163,91.4163,91.4163,91.4163,63.87674,-0.0024,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,88.98575,88.98575,88.98575,88.98575,88.98575,88.98575,88.98575,88.98575,88.98575,88.98575,88.98575,88.98575,88.98575,-3.97916,2.42934,2.42934,2.42934,2.42934,2.42934,2.42934,2.42934,2.42934,2.42934,2.42934,2.42934,-3.56782
69,55.09235,87.08141,87.08141,87.08141,87.08141,87.08141,87.08141,87.08141,87.08141,87.08141,87.08141,87.08141,56.24176,-0.0024,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,85.20806,85.20806,85.20806,85.20806,85.20806,85.20806,85.20806,85.20806,85.20806,85.20806,85.20806,85.20806,85.20806,-2.60806,1.87455,1.87455,1.87455,1.87455,1.87455,1.87455,1.87455,1.87455,1.87455,1.87455,1.87455,-1.45985
70,48.10746,66.21691,66.21691,66.21691,66.21691,66.21691,66.21691,66.21691,66.21691,66.21691,66.21691,66.21691,47.61869,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,65.59257,65.59257,65.59257,65.59257,65.59257,65.59257,65.59257,65.59257,65.59257,65.59257,65.59257,65.59257,65.59257,-1.26391,0.62314,0.62314,0.62314,0.62314,0.62314,0.62314,0.62314,0.62314,0.62314,0.62314,0.62314,-1.75268
71,45.7856,61.92333,61.92333,61.92333,61.92333,61.92333,61.92333,61.92333,61.92333,61.92333,61.92333,61.92333,45.00933,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,61.60792,61.60792,61.60792,61.60792,61.60792,61.60792,61.60792,61.60792,61.60792,61.60792,61.60792,61.60792,61.60792,-0.42048,0.31421,0.31421,0.31421,0.31421,0.31421,0.31421,0.31421,0.31421,0.31421,0.31421,0.31421,-1.19674
72,43.41267,56.76464,56.76464,56.76464,56.76464,56.76464,56.76464,56.76464,56.76464,56.76464,56.76464,56.76464,44.11927,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,56.65819,56.65819,56.65819,56.65819,56.65819,56.65819,56.65819,56.65819,56.65819,56.65819,56.65819,56.65819,56.65819,-0.205,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.5016
73,39.4688,53.7764,53.7764,53.7764,53.7764,53.7764,53.7764,53.7764,53.7764,53.7764,53.7764,53.7764,39.4688,0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,0.0012,53.7776,53.7776,53.7776,53.7776,53.7776,53.7776,53.7776,53.7776,53.7776,53.7776,53.7776,53.7776,53.7776,0,0,0,0,0,0,0,0,0,0,0,0,0
74,38.15678,51.30209,51.30209,51.30209,51.30209,51.30209,51.30209,51.30209,51.30209,51.30209,51.30209,51.30209,38.47968,0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,0.0012,51.16004,51.16004,51.16004,51.16004,51.16004,51.16004,51.16004,51.16004,51.16004,51.16004,51.16004,51.16004,51.16004,-0.28447,0.14324,0.14324,0.14324,0.14324,0.14324,0.14324,0.14324,0.14324,0.14324,0.14324,0.14324,0.03844
75,38.30174,51.8216,51.8216,51.8216,51.8216,51.8216,51.8216,51.8216,51.8216,51.8216,51.8216,51.8216,38.55319,0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,0.0012,51.60092,51.60092,51.60092,51.60092,51.60092,51.60092,51.60092,51.60092,51.60092,51.60092,51.60092,51.60092,51.60092,-0.38298,0.22188,0.22188,0.22188,0.22188,0.22188,0.22188,0.22188,0.22188,0.22188,0.22188,0.22188,-0.13153
76,38.42491,53.31065,53.31065,53.31065,53.31065,53.31065,53.31065,53.31065,53.31065,53.31065,53.31065,53.31065,38.42762,0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,0,53.1577,53.1577,53.1577,53.1577,53.1577,53.1577,53.1577,53.1577,53.1577,53.1577,53.1577,53.1577,53.1577,-0.51399,0.15415,0.15415,0.15415,0.15415,0.15415,0.15415,0.15415,0.15415,0.15415,0.15415,0.15415,-0.51008
77,40.896,55.64025,55.64025,55.64025,55.64025,55.64025,55.64025,55.64025,55.64025,55.64025,55.64025,55.64025,40.29988,0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,55.45292,55.45292,55.45292,55.45292,55.45292,55.45292,55.45292,55.45292,55.45292,55.45292,55.45292,55.45292,55.45292,-0.33812,0.18854,0.18854,0.18854,0.18854,0.18854,0.18854,0.18854,0.18854,0.18854,0.18854,0.18854,-0.93184
78,65.8307,76.82776,76.82776,76.82776,76.82776,76.82776,76.82776,76.82776,76.82776,76.82776,76.82776,76.82776,64.19529,0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,0,77.08333,77.08333,77.08333,77.08333,77.08333,77.08333,77.08333,77.08333,77.08333,77.08333,77.08333,77.08333,77.08333,-0.87383,-0.25437,-0.25437,-0.25437,-0.25437,-0.25437,-0.25437,-0.25437,-0.25437,-0.25437,-0.25437,-0.25437,-2.50805
79,58.3833,77.55816,77.55816,77.55816,77.55816,77.55816,77.55816,77.55816,77.55816,77.55816,77.55816,77.55816,58.26645,0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,76.48099,76.48099,76.48099,76.48099,76.48099,76.48099,76.48099,76.48099,76.48099,76.48099,76.48099,76.48099,76.48099,-1.89889,1.07837,1.07837,1.07837,1.07837,1.07837,1.07837,1.07837,1.07837,1.07837,1.07837,1.07837,-2.01334
80,48.09761,64.38213,64.38213,64.38213,64.38213,64.38213,64.38213,64.38213,64.38213,64.38213,64.38213,64.38213,50.87114,-0.0024,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,62.39668,62.39668,62.39668,62.39668,62.39668,62.39668,62.39668,62.39668,62.39668,62.39668,62.39668,62.39668,62.39668,-3.91668,1.98425,1.98425,1.98425,1.98425,1.98425,1.98425,1.98425,1.98425,1.98425,1.98425,1.98425,-1.14434
81,36.96267,42.78341,42.78341,42.78341,42.78341,42.78341,42.78341,42.78341,42.78341,42.78341,42.78341,42.78341,40.61411,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,40.75266,40.75266,40.75266,40.75266,40.75266,40.75266,40.75266,40.75266,40.75266,40.75266,40.75266,40.75266,40.75266,-3.79,2.02954,2.02954,2.02954,2.02954,2.02954,2.02954,2.02954,2.02954,2.02954,2.02954,2.02954,-0.13856
82,35.60247,41.33829,41.33829,41.33829,41.33829,41.33829,41.33829,41.33829,41.33829,41.33829,41.33829,41.33829,40.77223,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,39.58349,39.58349,39.58349,39.58349,39.58349,39.58349,39.58349,39.58349,39.58349,39.58349,39.58349,39.58349,39.58349,-3.98222,1.7536,1.7536,1.7536,1.7536,1.7536,1.7536,1.7536,1.7536,1.7536,1.7536,1.7536,1.18754
83,12.3996,50.57514,50.57514,50.57514,50.57514,50.57514,50.57514,50.57514,50.57514,50.57514,50.57514,50.57514,33.8351,-17.09404,16.73146,16.73146,16.73146,16.73146,16.73146,16.73146,16.73146,16.73146,16.73146,16.73146,16.73146,0.0012,32.6078,32.6078,32.6078,32.6078,32.6078,32.6078,32.6078,32.6078,32.6078,32.6078,32.6078,32.6078,32.6078,-3.11416,1.23588,1.23588,1.23588,1.23588,1.23588,1.23588,1.23588,1.23588,1.23588,1.23588,1.23588,1.2261
84,25.67228,43.47711,43.47711,43.47711,43.47711,43.47711,43.47711,43.47711,43.47711,43.47711,43.47711,43.47711,36.29378,-5.69953,7.69718,7.69718,7.69718,7.69718,7.69718,7.69718,7.69718,7.69718,7.69718,7.69718,7.69718,0.0012,34.87319,34.87319,34.87319,34.87319,34.87319,34.87319,34.87319,34.87319,34.87319,34.87319,34.87319,34.87319,34.87319,-3.50139,0.90673,0.90673,0.90673,0.90673,0.90673,0.90673,0.90673,0.90673,0.90673,0.90673,0.90673,1.41939
85,32.382,37.18775,37.18775,37.18775,37.18775,37.18775,37.18775,37.18775,37.18775,37.18775,37.18775,37.18775,37.67084,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,36.0509,36.0509,36.0509,36.0509,36.0509,36.0509,36.0509,36.0509,36.0509,36.0509,36.0509,36.0509,36.0509,-3.6701,1.13564,1.13564,1.13564,1.13564,1.13564,1.13564,1.13564,1.13564,1.13564,1.13564,1.13564,1.61874
86,5.5723,49.08998,49.08998,49.08998,49.08998,49.08998,49.08998,49.08998,49.08998,49.08998,49.08998,49.08998,29.47194,-19.81428,19.81668,19.81668,19.81668,19.81668,19.81668,19.81668,19.81668,19.81668,19.81668,19.81668,19.81668,0.0012,28.20431,28.20431,28.20431,28.20431,28.20431,28.20431,28.20431,28.20431,28.20431,28.20431,28.20431,28.20431,28.20431,-2.81773,1.06899,1.06899,1.06899,1.06899,1.06899,1.06899,1.06899,1.06899,1.06899,1.06899,1.06899,1.26643
87,18.36226,56.36745,56.36745,56.36745,56.36745,56.36745,56.36745,56.36745,56.36745,56.36745,56.36745,56.36745,38.17477,-15.86998,17.66686,17.66686,17.66686,17.66686,17.66686,17.66686,17.66686,17.66686,17.66686,17.66686,17.66686,0.0012,37.64279,37.64279,37.64279,37.64279,37.64279,37.64279,37.64279,37.64279,37.64279,37.64279,37.64279,37.64279,37.64279,-3.41055,1.0578,1.0578,1.0578,1.0578,1.0578,1.0578,1.0578,1.0578,1.0578,1.0578,1.0578,0.53078
88,59.37959,78.68886,78.68886,78.68886,78.68886,78.68886,78.68886,78.68886,78.68886,78.68886,78.68886,78.68886,62.45586,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,77.19772,77.19772,77.19772,77.19772,77.19772,77.19772,77.19772,77.19772,77.19772,77.19772,77.19772,77.19772,77.19772,-3.91813,1.48994,1.48994,1.48994,1.48994,1.48994,1.48994,1.48994,1.48994,1.48994,1.48994,1.48994,-0.84186
89,85.34845,93.57072,93.57072,93.57072,93.57072,93.57072,93.57072,93.57072,93.57072,93.57072,93.57072,93.57072,87.7604,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,91.75279,91.75279,91.75279,91.75279,91.75279,91.75279,91.75279,91.75279,91.75279,91.75279,91.75279,91.75279,91.75279,-6.40435,1.81673,1.81673,1.81673,1.81673,1.81673,1.81673,1.81673,1.81673,1.81673,1.81673,1.81673,-3.99119
90,91.07341,117.66933,117.66933,117.66933,117.66933,117.66933,117.66933,117.66933,117.66933,117.66933,117.66933,117.66933,91.52971,-0.0036,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,114.30746,114.30746,114.30746,114.30746,114.30746,114.30746,114.30746,114.30746,114.30746,114.30746,114.30746,114.30746,114.30746,-7.64045,3.36067,3.36067,3.36067,3.36067,3.36067,3.36067,3.36067,3.36067,3.36067,3.36067,3.36067,-7.18654
91,58.7715,80.75238,80.75238,80.75238,80.75238,80.75238,80.75238,80.75238,80.75238,80.75238,80.75238,80.75238,58.6584,-0.0024,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,78.26999,78.26999,78.26999,78.26999,78.26999,78.26999,78.26999,78.26999,78.26999,78.26999,78.26999,78.26999,78.26999,-4.67609,2.4812,2.4812,2.4812,2.4812,2.4812,2.4812,2.4812,2.4812,2.4812,2.4812,2.4812,-4.79038
92,52.40353,74.19308,74.19308,74.19308,74.19308,74.19308,74.19308,74.19308,74.19308,74.19308,74.19308,74.19308,52.24695,-0.0024,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,-3.91407,2.04188,2.04188,2.04188,2.04188,2.04188,2.04188,2.04188,2.04188,2.04188,2.04188,2.04188,-4.07185
93,41.47078,60.47802,60.47802,60.47802,60.47802,60.47802,60.47802,60.47802,60.47802,60.47802,60.47802,60.47802,40.17688,-0.0024,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,59.38996,59.38996,59.38996,59.38996,59.38996,59.38996,59.38996,59.38996,59.38996,59.38996,59.38996,59.38996,59.38996,-2.57678,1.08686,1.08686,1.08686,1.08686,1.08686,1.08686,1.08686,1.08686,1.08686,1.08686,1.08686,-3.87189
